Categorie;Email
Openbare Ruimte;De heer Chaara. Vertelt dat zijn vroegere leidingevende, de Heer Vlietman geld heeft weggesluisd en goederen (skeelers)van de gemeente heeft gebruikt voor zijn eigen bedrijf.<br />Het gaat om de vroeger dienst Sport en Recreatie.(Westerpark)<br />Verder liet hij een vriend de sportkleding voor medewerkers leveren.<br />Die kleding was bovendien nagemaakt nike die voor echt werd aangekocht.Onderzoek naar deze diefstallen. En maatregelen tegen Dhr. Vlietman.
Parkeren;Niet beantwoorden van mijn brief van 15 september 2014 inzake overdadige bomengroei aan de IJdoornlaan waardoor wij overdag in het halfdonker zitten! Zowel de Bestuurscommissie alds het Hoofd Wijklbeheer Oost van het stadsdeel hebben de brief met foto's gekregen.Dat staat nu juist in de brief bomen uitdunnen of snoeien. NIET kappen want ze houden fijnstof van het autoverkeer tegen!! Onze witte stoelen op het balkon aan de IJdoornlaan zijn eind van de zomer GRIJS!
Openbare Ruimte;Mijn klacht bedreft de DWI. Ik moest in februari opnieuw de stadspas voor 2015 aanvragen. Op 30 April is aan mij de stadspas toegekent maar ik krijg het niet. Ik heb aantal keer de DWI gebeld en elke keer krijg hetzelfde antwoord: dat binnen 2 wekken zal ik de stadspas ontvangen maar ik heb het nog niet gekrijgen. Zij kunnen niet uitleggen waarom het zo lang duurt en zij geven toe dat het heel raar vinden dat ik het nog niet heb. Ik voel me als een bedelaar om elke week te moeten bellen en vragen voor iets waar ik recht op heb. Trouwens de stadspas is voor mij mijn enige manier om iets leuks in de stad te kunnen doen.Nee
Basisinformatie;Uitgeschreven sanctie CJIB-nummer 1 8035 1908, d.d. 11-03-2014, 12.08 u. Kenteken 15-LJX-3 geregistreerd bij CITION.<br /><br />In deze vind ik het niet (meer) belangrijk of de sanctie wel of niet terecht was, daarvan ligt de beoordeling nu bij de kantonrechter.<br /><br />Verontrustend vind ik meer dat een ambtenaar zich blijkbaar niet realiseert welke desastreuze gevolgen het mogelijk wegslepen van zijn<wbr />/haar voertuig is waar hij of zij als invalide totaal afhankelijk van is.Nee
Parkeren;1. Hondebezitters worden geschoffeerd door handhaving<br />2. Handhaving rijdt met veel te hoge snelheden over fietspaden<br />Uitleg: ik liep met mijn oude hond op het Voorlandpad bij kruising Stade de Colombes. op een paar meter van een uitrenbord. Ze scharrelde op een meter van me vandaan. Komt handhaving met zeer grote snelheid over het fietspad op me af om me te bedreigen met een bekeuring. Ik stond aan de verkeerde kant van het bord. Ik vind dit disproportioneel. Dat een hond scharrelt aan de verkeerde kant van een bord is nogal onbelangrijk. Het gaat erom dat hondebezetters de poep van hun dier opruimen. Het zijn juist de goed opgevoede honden van verantwoordelijke baasjes die soms een stukje loslopen. Handhaving reageert disproportioneel. En scheuren met een auto over een fietspad om de overtredende hondebezitter te pakken is gevaarlijk.Handhaving aanspreken op dit gedrag, ophouden brave hondebezitters als criminelen klem te rijden. Belangrijker is dat mensen de poep van hun dier opruimen.
Openbare Ruimte;I was walking with my 2 children ages 6 and 3 in the Dam square at 14 December 2014 around 14:00 and  found people who have the sign of RABIA <wbr />/ AZA and was shocked that there are many big pictures with hurting scenes of dead children, blood and torturing and I didn't know what to say to my children who saw those pictures and I had to run with them from this area, and behave the photos there was also a movie with completely unacceptable photos and scenes with very Loud voice and insulting bad words.<br />This experience spoiled our day<wbr />/Holiday and hurt us a lot.<br />Check the material (Photos, Video, and films<wbr />/sounds) before giving permission to such .... organization?
Basisinformatie;MORA-0257426.Op deze klacht openbare orde is nog niet gereageerd, m.a.w. wij hebben het hele weekend met troep voor de deur gezeten.Een beetje sneller reageren zoals vroeger met de rechtstreekse lijn naar de Reinigingspolitie.
Parkeren;Enkele maanden geleden online klacht ingediend over achtergelaten planken van bewoners Stokerkade 108 tov het adres 120 (waterzijde)<br />Klacht is bevestigd en er zouden rapporteurs langs zijn geweest volgens Stadsdeel. Veroorzaker zou het weghalen had hij gezegd. <br />In december weer gebeld dat het er nog steeds ligt<wbr />/ Zou weer worden opgepakt. Inmiddels Februari en het ligt er nog steeds. Geen meldingnummers meer maar die kan het Stadsdeel zelf opzoeken neem ik aan.De rotzooi opruimen en de veroorzaker aanpakken<wbr />/beboeten. Goede start is door mijn klacht eens serieus te nemen.<br />Ik reageerde nav een flyer dat het zo makkelijk is om een klacht te melden, bla bla, bla,...
Openbare Ruimte;Mw Hooijer wil een klacht indienen vanwege een boete omdat zij wel betaald heeft bij de parkeerautomaat. Weliswaar wat verlaat betaald, omdat de automaat defect was en zij tijd nodig had om een andere automaat te vinden. Wil niet in bezwaar gaan, maar wil wel overwegen om later misschien toch bezwaar te maken. Mw Hooijer is erg kwaad omdat zij telkens achter de feiten aan moet lopen. Ook heeft zij tegen een handhaver op straat aangegeven dat zij even moest lopen naar een andere automaat. Diegene zou een aantekening maken. Dit heeft geen zin gehad.nvt
Basisinformatie;In de Laurierstraat zijn er ondanks de fiets problematiek, ivm een yogaschool, een groot aantal fietsenrekken verwijdert voor het plaatsen van een bouwkeet. Bewoners kunnen hun fietsen niet kwijt.Telefonisch
Parkeren;Beste,<br /><br />Sinds een maand of twee zijn de verkeerslichten bij de kruisingen van admiraal de ruyterweg en haarlemmerweg en de kruising admiraal de ruyterweg en bos en lommerweg anders afgesteld. Sindsdien staan er files in de straat, duurt het lang voordat er de ring opgedraaid kan worden. Met andere woorden de doorstroming is significant minder geworden.De afstemming van de verkeerslichten aanpassen of terugbrengen naar de situatie van voor de laatste aanpassing circa 8 weken geleden.
Belasting, Werk en Inkomen;Fiets is weggehaald en naar het fiertsdepot gebracht op 15 januari, bij ophalen zag meneer dat de versnelling kapot is gegaan.De kosten vergoeden van de kapotte versnelling.
Parkeren;Op de hoek van de Theophilusstraat  16 ( 1055CR) is de  ronde afvalbak verdwenen. Gaarne en nieuwe plaatsen<br /><br />Mvgr<br />H Gevelaar<br />
Basisinformatie;Geachte,<br /><br />Het is me nu 2 maal overkomen dat ik onterecht veel te veel geld heb moeten betalen voor een dag parkeren bij P&R bij Bos & Lommer.<br />Eerste keer heb ik geparkeerd op dinsdag 17 maart waarbij ik een bedrag moest betalen van 5 Euro (cash betaald) voor de tram (2 personen) dat was geen probleem maar terug komst moest ik 12 Euro betalen voor P&R. (ik een afschrift van de bedragen aan u sturen, als u dat nodig heeft).<br />Tweede keer was gisteren woensdag 1 april waarbij ik een bedrag moest betalen van 5 Euro (pin) voor de tram (1 persoon) dat was geen probleem maar bij terug komst moest ik WEER 12 Euro betalen voor P&R?<br /><br />De eerste keer op 17 maart heb ik geen klacht ingediend , maar toen het gisteren weer gebeurde heb ik een foto van de parkeerkaart en de OV chip kaart gemaakt als bewijs, want zoals u weet krijgt men geen parkeerkaart terug bij het uitrijden van de garage.<br />Dat het bedrag dat ik onterecht moest betalen aan mij terug betaald wordt. Zoals u weet kan men de parkeergarage niet verlaten, zonder betaling.<br />Ik wil graag 2x 11 Euro=22Euro.<br /><br /><br />
Parkeren;R.Geest  BSN 0672.75.059  betreft kwijtschelding belastingen 2010 -2012 en nu te betalen 2013-2015 , waarom eerst over de zelfde auto 2010 gekocht de op agils automaat met controle  omdat ik reuma patient ben en niet kan schakelen , wel dus kwijtschelding vraagt de ombudsman  en de laatste jaren niet . Zie bijlag brief23-2-2015
Openbare Ruimte;In de v. Oldenbarneveldtstraat 86 wordt al 18 dagen een parkeerverbod voor 2 plakken ingenomen, wat gaat daar gebeuren. Het parkeerverbod geldt van 02-02 tot 02-06.De plekken pas bezetten wanneer het nodig is.
Parkeren;De parkeerruimte naast kinderboerderij de Bijlmerweide is in gebruik genomen door een aannemer voor werkzaamheden in het Bijlmerweidepark. Door deze situatie kunnen bezoekers aan het park en de kinderboerderij hun auto niet meer parkeren. Bij drukke dagen worden de circa 20 auto's in de berm geparkeerd. <br />Hierdoor ontstaan er gevaarlijke verkeersituaties.Dat de aannemer een nieuwe plek krijgt toegewezen en dat hij de parkeerplaats in oude staat terugbrengt. (is niet afgesproken bij afgifte van de vergunning)
Parkeren;Werkzaamheden op de Middenweg. Er is destijds gecommuniceerd dat de weg van vrijdagavond 2100 uur  t<wbr />/m maandagochtend 600 uur afgesloten zou zijn (3 tm 6 okt) De weg is nog steeds half afgesloten.Het voorkomen dat dit vaker gaat gebeuren.
Basisinformatie;Ik heb een klacht over de service van zowel Cition als 14020 bij het beantwoorden van de vraag hoe ik mijn ten onrechte betaalde bezoekersparkeerkosten kan terug krijgenuitzoeken hoe het mogelijk is dat een zaak die zo simpel ligt (het staat namelijk gewoon in de handleiding bezoekersvergunning als op de site van de gemeente) zo veel moeite heeft moeten kosten
Openbare Ruimte;Het besluit het uiterlijk van zwarte piet te veranderen tegen de wil van een meerderheid in. Dit is een ondemocratisch besluit.  Een paar klachten van een grote minderheid in Amsterdam worden beloond. De meerderheid wordt niet gehoord. Dit vind ik een grote schande, zeker voor Amstetdam.Dat de wil van de meerderheid wordt gerespecteerd zoals dat in een democratie normaal is. Er wordt toch ook geen islamitische wetgeving ingevoerd omdat enkele moslims dat willen?
Belasting, Werk en Inkomen;betr.: mijn klacht d.d. 5 Feb. jl. inzake Mw. T. Pomp<br />Uw kenmerk: 20150325833<br />Bemiddeling bij het verzoek tot toewijzing jobhunter<wbr />/ consulent. <br /><br />
Parkeren;Op 26-05-2014 krijg ik, eigenaar Het Cleijne Verschil, een e-mail via de straatmanager, van Omgevingsmanager C.Seinen, over de regelgeving mbt plantenbakken ed voor ondernemers. Dit omschrijft de mogelijkheid voor ondernemers om binnen gestelde grenzen e.e.a. aan ‘groen’ ed buiten te zetten, wat vervolgens ook gedaan werd. 10<wbr />/11-02-2015: Handhaving deelt, juist hiervoor, waarschuwingen<wbr />/boetes uit aan ondernemers. Onbegrip alom. Vervolgens veel contact met<wbr />/tussen straat-, omgevings- en senior managers om helder te krijgen wat wel<wbr />/niet mag. Duidelijk wordt dat er verschil is tussen hetgeen Openbare Ruimte bepaalt en Handhaving toepast. Onduidelijk blijft wie hierin leidend is. 05-03-15: 3,5 week later: Handhaving blijft controleren, ondernemers blijven in het ongewisse. Mail gestuurd aan A.Hoogeveen, gebiedscoord. 1012, met het verzoek snel helderheid te bieden. Deze gaf aan z.s.m. hierop terug te komen. 19-03-15: 2 weken later: Reactie en duidelijkheid blijven uit.<br /><br /><br /><br /><br /><br /><br />- duidelijkheid verschaffen omtrent de regelgeving die geldt voor de Nieuwe Hoogstraat t<wbr />/m de Damstraat en dit bevestigen aan de ondernemers.<br />
Parkeren;Hartelijk dank voor het bedankkaartje voor het elektrisch rijden dat ik van de gemeente Amsterdam mocht ontvangen. Al meer dan twee jaar rij ik naar alle teveredenheid elektrisch. Voor mijn werk maak ik bijna dagelijks gebruik van parkeergarage P5 in ZuidOost. Helaas is daar nog steeds geen mogelijkheid om mijn auto op te laden. Volgens mij is de gemeente Amsterdam eigenaar van deze parkeergarages. He komt mij daarom wat vreemd over dat enerzijds Amsterdam elektrisch rijden sterk promoot en anderzijds in haar eigen parkeergarages geen oplaadpunten aanlegt. Weet u wanneer in P5 eindelijk oplaadpunten aangelegd gaan worden?Zo snel mogellik oplaadpunten aanleggen in P5. Ik zie elke dag een aantal elektrische auto's die hier gebruik van zouden willen maken. 10 Oplaadpunten zou fijn zijn.
Openbare Ruimte;20 januari en 21 jan 2015 zijn er bij ons voor de deur een aantal bomen omgehakt ik maar ook de andere buren wisten van niets geen brief geen bordje niets onder en naast de bomen stonden auto's fietsen en scooters zou prettig geweest zijn dat men daar over was ingelicht ook over het feit dat de straat toch enige tijd afgesloten was wij betreuren het feit van de omgehakte bomen zeer er is bij ons bijna geen groen wij kijken op de muur van de tramremise en een strook klimplantendie tegen de muur opgroeit en waar alleen maar hondenpoep ligt een heel groot probleem in onze straat    wij rekenen er natuurlijk op dat de weg gehaalde bomen worden vervangenNieuwe bomen planten! Heel alstublieft!
Openbare Ruimte;Wij zijn in bezit van een parkeervergunning. Geheel jaar. Er zijn te weinig parkeerplekken en er is nauwelijks sprake van parkeerplekken voor vergunninghouders. Hierdoor ben ik dagelijks opzoek naar een parkeerplek en dat terwijl ik betaal voor een vergunning. De parkeerplaatsen zijn altijd bezet, let op altijd! Het is te zot voor woorden. Ik zie graag veranderingParkeerplaatsen op vergunninghouders en<wbr />/of meerdere parkeerplaatsen maken.
Parkeren;de scanauto van cition reed in de verboden rijrichting Kenteken 9VTN50 in de straat.De melder werd bijna van de sokken gereden omdat hij niet verwacht dat een auto tegen de verboden rijrichting komt aanrijden.Ook reed deze tehard door de straatpersoon aanspreken dat de goede rijrichting word gereden met gepaste snelheid
Openbare Ruimte;1. Te geringe capaciteit van P&R in<wbr />/rond Amsterdam<br />2. Gebrekkige informatie op de ring (A10) over de beschikbare capaciteit van P&R-locaties1. vergroten de capaciteit van de P&R-locaties<br />2. Verbeteren van de informatie hierover: DRIP's op de A10, website, app
Openbare Ruimte;groffe onbeschofte benadering van medewerkers fietsenboot voor centraal station.medewerkers benaderen, over meer beleefde en respectvolle omgang naar klanten van fietsenboot
Openbare Ruimte;mijn klacht gaat over de ENORME  verhoging van de parkeervergunning Westerpark. Begin 2014 betaalde ik € 109,20. De 2e helft al een forse verhoging naar € 136,50 en vanaf april 2015 wordt die maar liefst € 165,00!! Is de gemeente Amsterdam nou totaal hartstikke gek geworden!! Welke pannenkoek verzint zoiets??Het eind is zoek. Wat is de volgende verhoging!?  Ik vind dit een misselijkmakende beangstigende situatie. Het wordt amsterdammers met een kleine beurs totaal onmogelijk gemaakt om een autootje te hebben. Bovendien worden mensen met een kleine beurs al helemaal kaalgeplukt in dit land. Niet een verhoging van hooguit € 2,00 nee hoor, van € 30,00 !! dit zijn 66 harde guldens. Ik was ooit trots om een Amsterdammer te zijn maar dat ben ik allang niet meer.Ik wil dat degen die hierover gaat zijn gezonde verstand gebruikt en deze verhoging NIET en NOOIT door laat gaan!!
Belasting, Werk en Inkomen;Er worden vaak vuilniszakken in de vrachtwagen gegooid die er soms naast vallen..hierdoor scheuren zakken vaak,,deze zakken worden vervolgens opgepakt en wederom in de vrachtwagen gegooid echter het vuil ligt dan op de straat..Dit gebeurd met grote regelmaat..Tevens zie ik ook dat regelmatig gebeurd dat meerdere zakken tegelijk worden opgepakt en auto-voertuigen geraakt worden, gaan over de motorkap..soms 5zakken tegelijk per hand..Ik heb de auto's gecontroleerd en krassen geconstateerd..Ik weet niet van wie d auto's zijn.. Het komt eropneer dat door hasstigheid schades ontstaan door teveel zakken op te tillen en hiermee auto's worden beschadigd en er door onhandigheid huisvuil op de straat beland ivm onzorgvuldig de zakken in de wagen te deponeren.Dat deze medewerkers worden aangesproken dat ze op spullen van andere moeten letten en ervoor zorgen dat er door medewerkers van de gemeente reiniging notaben niet onnodig vuil wordt gecreeerd..
